ticker,company_name,exchange,market_cap,market_cap_category,sector,industry,sic,sic_description,cik,website,ir_url,data_quality_score,data_source,shares_outstanding,last_price,isin,cusip,country,currency
CLPT,"ClearPoint Neuro, Inc.",NASDAQ,262915599.0,micro,,Surgical & Medical Instruments & Apparatus,3841,Surgical & Medical Instruments & Apparatus,0001285550,,,60,sec_fallback,28423308.0,9.25,,,US,USD
TRIB,TRINITY BIOTECH PLC,NASDAQ,262857790.1276,micro,,In Vitro & In Vivo Diagnostic Substances,2835,In Vitro & In Vivo Diagnostic Substances,0000888721,,,60,sec_fallback,359193482.0,0.7318,,,US,USD
CNTX,Context Therapeutics Inc.,NASDAQ,262774446.22,micro,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001842952,,,60,sec_fallback,91879177.0,2.86,,,US,USD
CLLS,Cellectis S.A.,NASDAQ,262609395.66,micro,,"Biological Products, (No Diagnostic Substances)",2836,"Biological Products, (No Diagnostic Substances)",0001627281,,,60,sec_fallback,71751201.0,3.66,,,US,USD
FBIO,"Fortress Biotech, Inc.",NASDAQ,258144017.51,micro,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001429260,,,60,sec_fallback,82474127.0,3.13,,,US,USD
OBIO,"Orchestra BioMed Holdings, Inc.",NASDAQ,254655936.81,micro,,Surgical & Medical Instruments & Apparatus,3841,Surgical & Medical Instruments & Apparatus,0001814114,,,60,sec_fallback,56464731.0,4.51,,,US,USD
QTRX,Quanterix Corp,NASDAQ,249251267.24999997,micro,,Laboratory Analytical Instruments,3826,Laboratory Analytical Instruments,0001503274,,,60,sec_fallback,46939975.0,5.31,,,US,USD
SRZN,"Surrozen, Inc./DE",NASDAQ,245056926.39,micro,,"Biological Products, (No Diagnostic Substances)",2836,"Biological Products, (No Diagnostic Substances)",0001824893,,,60,sec_fallback,8571421.0,28.59,,,US,USD
NVNO,enVVeno Medical Corp,NASDAQ,244858323.712,micro,,Surgical & Medical Instruments & Apparatus,3841,Surgical & Medical Instruments & Apparatus,0001661053,,,60,sec_fallback,20216176.0,12.112,,,US,USD
PALI,"PALISADE BIO, INC.",NASDAQ,244365264.39999998,micro,,"Biological Products, (No Diagnostic Substances)",2836,"Biological Products, (No Diagnostic Substances)",0001357459,,,60,sec_fallback,149003210.0,1.64,,,US,USD
NVCT,"Nuvectis Pharma, Inc.",NASDAQ,239484986.07999998,micro,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001875558,,,60,sec_fallback,26491702.0,9.04,,,US,USD
CAMP,Camp4 Therapeutics Corp,NASDAQ,238309683.39,micro,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001736730,,,60,sec_fallback,51919321.0,4.59,,,US,USD
CV,"CapsoVision, Inc",NASDAQ,237026718.49999997,micro,,Electromedical & Electrotherapeutic Apparatus,3845,Electromedical & Electrotherapeutic Apparatus,0001378325,,,60,sec_fallback,46843225.0,5.06,,,US,USD
ACHV,"ACHIEVE LIFE SCIENCES, INC.",NASDAQ,234229547.20000002,micro,,In Vitro & In Vivo Diagnostic Substances,2835,In Vitro & In Vivo Diagnostic Substances,0000949858,,,60,sec_fallback,53233988.0,4.4,,,US,USD
KROS,"Keros Therapeutics, Inc.",NASDAQ,230892311.43,micro,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001664710,,,60,sec_fallback,19717533.0,11.71,,,US,USD
TARA,"Protara Therapeutics, Inc.",NASDAQ,224577853.20000002,micro,,"Biological Products, (No Diagnostic Substances)",2836,"Biological Products, (No Diagnostic Substances)",0001359931,,,60,sec_fallback,38587260.0,5.82,,,US,USD
MDWD,MediWound Ltd.,NASDAQ,223973332.6,micro,,Medicinal Chemicals & Botanical Products,2833,Medicinal Chemicals & Botanical Products,0001593984,,,60,sec_fallback,12835148.0,17.45,,,US,USD
MHUAF,"Meihua International Medical Technologies Co., Ltd.",NASDAQ,223650320.68,micro,,Surgical & Medical Instruments & Apparatus,3841,Surgical & Medical Instruments & Apparatus,0001835615,,,60,sec_fallback,31904468.0,7.01,,,US,USD
PLX,"Protalix BioTherapeutics, Inc.",NYSE MKT,223570883.17999998,micro,,"Biological Products, (No Diagnostic Substances)",2836,"Biological Products, (No Diagnostic Substances)",0001006281,,,60,sec_fallback,80421181.0,2.78,,,US,USD
IPSC,"Century Therapeutics, Inc.",NASDAQ,223506152.96,micro,,"Biological Products, (No Diagnostic Substances)",2836,"Biological Products, (No Diagnostic Substances)",0001850119,,,60,sec_fallback,87307091.0,2.56,,,US,USD
FENC,FENNEC PHARMACEUTICALS INC.,NASDAQ,222966453.97,micro,,"Biological Products, (No Diagnostic Substances)",2836,"Biological Products, (No Diagnostic Substances)",0001211583,,,60,sec_fallback,28116829.0,7.93,,,US,USD
CVRX,"CVRx, Inc.",NASDAQ,220228150.58999997,micro,,Surgical & Medical Instruments & Apparatus,3841,Surgical & Medical Instruments & Apparatus,0001235912,,,60,sec_fallback,26311607.0,8.37,,,US,USD
ALEC,"Alector, Inc.",NASDAQ,218517910.38,micro,,"Biological Products, (No Diagnostic Substances)",2836,"Biological Products, (No Diagnostic Substances)",0001653087,,,60,sec_fallback,110362581.0,1.98,,,US,USD
VYGR,"Voyager Therapeutics, Inc.",NASDAQ,218508330.12,micro,,"Biological Products, (No Diagnostic Substances)",2836,"Biological Products, (No Diagnostic Substances)",0001640266,,,60,sec_fallback,55600084.0,3.93,,,US,USD
EPRX,EUPRAXIA PHARMACEUTICALS INC.,NASDAQ,216620390.10000002,micro,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001581178,,,60,sec_fallback,27282165.0,7.94,,,US,USD
KRMD,"KORU Medical Systems, Inc.",NASDAQ,214937119.2,micro,,Surgical & Medical Instruments & Apparatus,3841,Surgical & Medical Instruments & Apparatus,0000704440,,,60,sec_fallback,46322655.0,4.64,,,US,USD
OSUR,ORASURE TECHNOLOGIES INC,NASDAQ,214124587.04999998,micro,,Surgical & Medical Instruments & Apparatus,3841,Surgical & Medical Instruments & Apparatus,0001116463,,,60,sec_fallback,71733530.0,2.985,,,US,USD
SGHT,"Sight Sciences, Inc.",NASDAQ,213863696.64,micro,,Surgical & Medical Instruments & Apparatus,3841,Surgical & Medical Instruments & Apparatus,0001531177,,,60,sec_fallback,54005984.0,3.96,,,US,USD
CHRS,"Coherus Oncology, Inc.",NASDAQ,212732982.88,micro,,"Biological Products, (No Diagnostic Substances)",2836,"Biological Products, (No Diagnostic Substances)",0001512762,,,60,sec_fallback,120871013.0,1.76,,,US,USD
ANNX,"Annexon, Inc.",NASDAQ,209400157.95,micro,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001528115,,,60,sec_fallback,38563565.0,5.43,,,US,USD
UTMD,UTAH MEDICAL PRODUCTS INC,NASDAQ,208847377.68,micro,,Surgical & Medical Instruments & Apparatus,3841,Surgical & Medical Instruments & Apparatus,0000706698,,,60,sec_fallback,3203672.0,65.19,,,US,USD
ELTX,"Elicio Therapeutics, Inc.",NASDAQ,206726079.12,micro,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001601485,,,60,sec_fallback,17489516.0,11.82,,,US,USD
ARCT,Arcturus Therapeutics Holdings Inc.,NASDAQ,206067250.25,micro,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001768224,,,60,sec_fallback,28423069.0,7.25,,,US,USD
STXS,"Stereotaxis, Inc.",NYSE MKT,204381230.97,micro,,Electromedical & Electrotherapeutic Apparatus,3845,Electromedical & Electrotherapeutic Apparatus,0001289340,,,60,sec_fallback,93324763.0,2.19,,,US,USD
HUMA,"Humacyte, Inc.",NASDAQ,204125739.89000002,micro,,"Biological Products, (No Diagnostic Substances)",2836,"Biological Products, (No Diagnostic Substances)",0001818382,,,60,sec_fallback,187271321.0,1.09,,,US,USD
ABOS,"Acumen Pharmaceuticals, Inc.",NASDAQ,202315239.5,micro,,"Biological Products, (No Diagnostic Substances)",2836,"Biological Products, (No Diagnostic Substances)",0001576885,,,60,sec_fallback,60573425.0,3.34,,,US,USD
ELMD,"Electromed, Inc.",NYSE MKT,201752130.94,micro,,Electromedical & Electrotherapeutic Apparatus,3845,Electromedical & Electrotherapeutic Apparatus,0001488917,,,60,sec_fallback,8275313.0,24.38,,,US,USD
MOLN,MOLECULAR PARTNERS AG,NASDAQ,198990058.35,micro,,"Biological Products, (No Diagnostic Substances)",2836,"Biological Products, (No Diagnostic Substances)",0001745114,,,60,sec_fallback,40363095.0,4.93,,,US,USD
ACB,AURORA CANNABIS INC,NASDAQ,196819808.5,micro,,Medicinal Chemicals & Botanical Products,2833,Medicinal Chemicals & Botanical Products,0001683541,,,60,sec_fallback,56234231.0,3.5,,,US,USD
PRLD,Prelude Therapeutics Inc,NASDAQ,196139642.4,micro,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001678660,,,60,sec_fallback,62865270.0,3.12,,,US,USD
INFU,"InfuSystem Holdings, Inc",NYSE MKT,195682739.12,micro,,Surgical & Medical Instruments & Apparatus,3841,Surgical & Medical Instruments & Apparatus,0001337013,,,60,sec_fallback,20215159.0,9.68,,,US,USD
PRE,Prenetics Global Ltd,NASDAQ,195681599.08,micro,,Laboratory Analytical Instruments,3826,Laboratory Analytical Instruments,0001876431,,,60,sec_fallback,12984844.0,15.07,,,US,USD
GALT,GALECTIN THERAPEUTICS INC,NASDAQ,195352559.76,micro,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001133416,,,60,sec_fallback,64472792.0,3.03,,,US,USD
CGEN,COMPUGEN LTD,NASDAQ,193834041.54999998,micro,,"Biological Products, (No Diagnostic Substances)",2836,"Biological Products, (No Diagnostic Substances)",0001119774,,,60,sec_fallback,94553191.0,2.05,,,US,USD
LUCD,Lucid Diagnostics Inc.,NASDAQ,192512496.39999998,micro,,Surgical & Medical Instruments & Apparatus,3841,Surgical & Medical Instruments & Apparatus,0001799011,,,60,sec_fallback,137508926.0,1.4,,,US,USD
HRTX,"HERON THERAPEUTICS, INC. /DE/",NASDAQ,192307878.72,micro,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0000818033,,,60,sec_fallback,188537136.0,1.02,,,US,USD
ANIK,"Anika Therapeutics, Inc.",NASDAQ,190960701.75,micro,,Surgical & Medical Instruments & Apparatus,3841,Surgical & Medical Instruments & Apparatus,0000898437,,,60,sec_fallback,13400751.0,14.25,,,US,USD
NBY,"NovaBay Pharmaceuticals, Inc.",NYSE MKT,186495908.52,micro,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001389545,,,60,sec_fallback,126010749.0,1.48,,,US,USD
RPID,"RAPID MICRO BIOSYSTEMS, INC.",NASDAQ,185710224.42,micro,,Laboratory Analytical Instruments,3826,Laboratory Analytical Instruments,0001380106,,,60,sec_fallback,44534826.0,4.17,,,US,USD
EDIT,"Editas Medicine, Inc.",NASDAQ,184987360.7,micro,,"Biological Products, (No Diagnostic Substances)",2836,"Biological Products, (No Diagnostic Substances)",0001650664,,,60,sec_fallback,97618660.0,1.895,,,US,USD
NTHI,"NEONC TECHNOLOGIES HOLDINGS, INC.",NASDAQ,183642677.29,micro,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001979414,,,60,sec_fallback,19474303.0,9.43,,,US,USD
IMRN,Immuron Ltd,NASDAQ,182488030.14000002,micro,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001660046,,,60,sec_fallback,233959013.0,0.78,,,US,USD
SABS,"SAB Biotherapeutics, Inc.",NASDAQ,181382102.31,micro,,"Biological Products, (No Diagnostic Substances)",2836,"Biological Products, (No Diagnostic Substances)",0001833214,,,60,sec_fallback,47606851.0,3.81,,,US,USD
KLRS,"Kalaris Therapeutics, Inc.",NASDAQ,180945894.15,micro,,"Biological Products, (No Diagnostic Substances)",2836,"Biological Products, (No Diagnostic Substances)",0001754068,,,60,sec_fallback,18702418.0,9.675,,,US,USD
RNAC,"Cartesian Therapeutics, Inc.",NASDAQ,178904809.28,micro,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001453687,,,60,sec_fallback,26003606.0,6.88,,,US,USD
ADAG,Adagene Inc.,NASDAQ,177838570.88,micro,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001818838,,,60,sec_fallback,58886944.0,3.02,,,US,USD
PRQR,ProQR Therapeutics N.V.,NASDAQ,177809170.63,micro,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001612940,,,60,sec_fallback,105212527.0,1.69,,,US,USD
PAVM,PAVmed Inc.,NASDAQ,174754470.93,micro,,Surgical & Medical Instruments & Apparatus,3841,Surgical & Medical Instruments & Apparatus,0001624326,,,60,sec_fallback,16787173.0,10.41,,,US,USD
NKTX,"Nkarta, Inc.",NASDAQ,174732599.52,micro,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001787400,,,60,sec_fallback,71029512.0,2.46,,,US,USD
VXRT,"Vaxart, Inc.",NASDAQ,173114364.5084,micro,,"Biological Products, (No Diagnostic Substances)",2836,"Biological Products, (No Diagnostic Substances)",0000072444,,,60,sec_fallback,240069844.0,0.7211,,,US,USD
WHWK,"Whitehawk Therapeutics, Inc.",NASDAQ,168248252.34,micro,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001422142,,,60,sec_fallback,47128362.0,3.57,,,US,USD
SGMT,Sagimet Biosciences Inc.,NASDAQ,167177959.75,micro,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001400118,,,60,sec_fallback,30674855.0,5.45,,,US,USD
CRBU,"Caribou Biosciences, Inc.",NASDAQ,165249615.42,micro,,"Biological Products, (No Diagnostic Substances)",2836,"Biological Products, (No Diagnostic Substances)",0001619856,,,60,sec_fallback,96637202.0,1.71,,,US,USD
THAR,"Canton Strategic Holdings, Inc.",NASDAQ,164009720.16,micro,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001861657,,,60,sec_fallback,35044812.0,4.68,,,US,USD
MBOT,Microbot Medical Inc.,NASDAQ,161850886.04000002,micro,,Surgical & Medical Instruments & Apparatus,3841,Surgical & Medical Instruments & Apparatus,0000883975,,,60,sec_fallback,67158044.0,2.41,,,US,USD
KPTI,Karyopharm Therapeutics Inc.,NASDAQ,161793797.76,micro,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001503802,,,60,sec_fallback,18343968.0,8.82,,,US,USD
TNXP,Tonix Pharmaceuticals Holding Corp.,NASDAQ,161574156.24,micro,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001430306,,,60,sec_fallback,11776542.0,13.72,,,US,USD
PCSA,"Processa Pharmaceuticals, Inc.",NASDAQ,161436035.55,micro,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001533743,,,60,sec_fallback,56644223.0,2.85,,,US,USD
BCYC,BICYCLE THERAPEUTICS PLC,NASDAQ,160732650.1,micro,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001761612,,,60,sec_fallback,30043486.0,5.35,,,US,USD
TLSA,Tiziana Life Sciences Ltd,NASDAQ,160506168.48,micro,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001723069,,,60,sec_fallback,111462617.0,1.44,,,US,USD
FATE,FATE THERAPEUTICS INC,NASDAQ,160443573.42,micro,,"Biological Products, (No Diagnostic Substances)",2836,"Biological Products, (No Diagnostic Substances)",0001434316,,,60,sec_fallback,116263459.0,1.38,,,US,USD
EDAP,EDAP TMS SA,NASDAQ,158916365.5,micro,,Electromedical & Electrotherapeutic Apparatus,3845,Electromedical & Electrotherapeutic Apparatus,0001041934,,,60,sec_fallback,37392086.0,4.25,,,US,USD
OGI,ORGANIGRAM GLOBAL INC.,NASDAQ,158534818.32,micro,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001620737,,,60,sec_fallback,108585492.0,1.46,,,US,USD
ZNTL,"Zentalis Pharmaceuticals, Inc.",NASDAQ,157867952.115,micro,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001725160,,,60,sec_fallback,72250779.0,2.185,,,US,USD
CNTN,"Canton Strategic Holdings, Inc.",NASDAQ,157701654.0,micro,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001861657,,,60,sec_fallback,35044812.0,4.5,,,US,USD
IMDX,Insight Molecular Diagnostics Inc.,NASDAQ,157081114.76000002,micro,,In Vitro & In Vivo Diagnostic Substances,2835,In Vitro & In Vivo Diagnostic Substances,0001642380,,,60,sec_fallback,28664437.0,5.48,,,US,USD
ELDN,"Eledon Pharmaceuticals, Inc.",NASDAQ,157022395.44,micro,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001404281,,,60,sec_fallback,59932212.0,2.62,,,US,USD
PDEX,PRO DEX INC,NASDAQ,152636945.85,micro,,Surgical & Medical Instruments & Apparatus,3841,Surgical & Medical Instruments & Apparatus,0000788920,,,60,sec_fallback,3205985.0,47.61,,,US,USD
VOR,Vor Biopharma Inc.,NASDAQ,151578772.8,micro,,"Biological Products, (No Diagnostic Substances)",2836,"Biological Products, (No Diagnostic Substances)",0001817229,,,60,sec_fallback,10410630.0,14.56,,,US,USD
UNCY,"Unicycive Therapeutics, Inc.",NASDAQ,146786234.68,micro,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001766140,,,60,sec_fallback,21491396.0,6.83,,,US,USD
RCEL,"AVITA Medical, Inc.",NASDAQ,146419975.32,micro,,Surgical & Medical Instruments & Apparatus,3841,Surgical & Medical Instruments & Apparatus,0001762303,,,60,sec_fallback,30631794.0,4.78,,,US,USD
LNSR,"LENSAR, Inc.",NASDAQ,145842906.66,micro,,Surgical & Medical Instruments & Apparatus,3841,Surgical & Medical Instruments & Apparatus,0001320350,,,60,sec_fallback,11944546.0,12.21,,,US,USD
IMUX,"IMMUNIC, INC.",NASDAQ,144815955.75,micro,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001280776,,,60,sec_fallback,130464825.0,1.11,,,US,USD
PROK,PROKIDNEY CORP.,NASDAQ,144619542.85,micro,,"Biological Products, (No Diagnostic Substances)",2836,"Biological Products, (No Diagnostic Substances)",0001850270,,,60,sec_fallback,61540231.0,2.35,,,US,USD
SKIN,Beauty Health Co,NASDAQ,144078456.67,micro,,Surgical & Medical Instruments & Apparatus,3841,Surgical & Medical Instruments & Apparatus,0001818093,,,60,sec_fallback,127503059.0,1.13,,,US,USD
IKT,"Inhibikase Therapeutics, Inc.",NASDAQ,142081328.34,micro,,"Biological Products, (No Diagnostic Substances)",2836,"Biological Products, (No Diagnostic Substances)",0001750149,,,60,sec_fallback,75175306.0,1.89,,,US,USD
CODX,"Co-Diagnostics, Inc.",NASDAQ,141879716.06,micro,,Surgical & Medical Instruments & Apparatus,3841,Surgical & Medical Instruments & Apparatus,0001692415,,,60,sec_fallback,60892582.0,2.33,,,US,USD
ARTV,"Artiva Biotherapeutics, Inc.",NASDAQ,140887748.96,micro,,"Biological Products, (No Diagnostic Substances)",2836,"Biological Products, (No Diagnostic Substances)",0001817241,,,60,sec_fallback,24544904.0,5.74,,,US,USD
FTLF,"FITLIFE BRANDS, INC.",NASDAQ,140866080.0,micro,,Medicinal Chemicals & Botanical Products,2833,Medicinal Chemicals & Botanical Products,0001374328,,,60,sec_fallback,9391072.0,15.0,,,US,USD
ASBP,"Aspire Biopharma Holdings, Inc.",NASDAQ,140795103.18,micro,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001847345,,,60,sec_fallback,107477178.0,1.31,,,US,USD
CRBP,"Corbus Pharmaceuticals Holdings, Inc.",NASDAQ,140775356.73999998,micro,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001595097,,,60,sec_fallback,17553037.0,8.02,,,US,USD
NYXH,Nyxoah SA,NASDAQ,139229425.8,micro,,Surgical & Medical Instruments & Apparatus,3841,Surgical & Medical Instruments & Apparatus,0001857190,,,60,sec_fallback,37427265.0,3.72,,,US,USD
CNTB,Connect Biopharma Holdings Ltd,NASDAQ,137522641.98,micro,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001835268,,,60,sec_fallback,55903513.0,2.46,,,US,USD
TNYA,"Tenaya Therapeutics, Inc.",NASDAQ,136418271.5805,micro,,"Biological Products, (No Diagnostic Substances)",2836,"Biological Products, (No Diagnostic Substances)",0001858848,,,60,sec_fallback,166505885.0,0.8193,,,US,USD
ORMP,ORAMED PHARMACEUTICALS INC.,NASDAQ,135726371.55,micro,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001176309,,,60,sec_fallback,39802455.0,3.41,,,US,USD
MIST,Milestone Pharmaceuticals Inc.,NASDAQ,135419256.96,micro,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001408443,,,60,sec_fallback,85169344.0,1.59,,,US,USD
MGNX,MACROGENICS INC,NASDAQ,135373258.48000002,micro,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001125345,,,60,sec_fallback,63258532.0,2.14,,,US,USD
IPHA,Innate Pharma SA,NASDAQ,132451930.88000001,micro,,"Biological Products, (No Diagnostic Substances)",2836,"Biological Products, (No Diagnostic Substances)",0001598599,,,60,sec_fallback,83830336.0,1.58,,,US,USD
OVID,Ovid Therapeutics Inc.,NASDAQ,131742853.05000001,micro,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001636651,,,60,sec_fallback,71212353.0,1.85,,,US,USD
IMRX,Immuneering Corp,NASDAQ,129171558.72000001,micro,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001790340,,,60,sec_fallback,25938064.0,4.98,,,US,USD
SPRO,"Spero Therapeutics, Inc.",NASDAQ,129016985.55,micro,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001701108,,,60,sec_fallback,56339295.0,2.29,,,US,USD
CRDF,"Cardiff Oncology, Inc.",NASDAQ,127842510.73,micro,,"Biological Products, (No Diagnostic Substances)",2836,"Biological Products, (No Diagnostic Substances)",0001213037,,,60,sec_fallback,68364979.0,1.87,,,US,USD
SGMO,"SANGAMO THERAPEUTICS, INC",NASDAQ,126824772.9041,micro,,"Biological Products, (No Diagnostic Substances)",2836,"Biological Products, (No Diagnostic Substances)",0001001233,,,60,sec_fallback,336494489.0,0.3769,,,US,USD
AARD,"Aardvark Therapeutics, Inc.",NASDAQ,124978581.28,micro,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001774857,,,60,sec_fallback,21773272.0,5.74,,,US,USD
ACOG,Alpha Cognition Inc.,NASDAQ,124799676.96000001,micro,,"Biological Products, (No Diagnostic Substances)",2836,"Biological Products, (No Diagnostic Substances)",0001655923,,,60,sec_fallback,21742104.0,5.74,,,US,USD
APYX,Apyx Medical Corp,NASDAQ,124668610.3,micro,,Surgical & Medical Instruments & Apparatus,3841,Surgical & Medical Instruments & Apparatus,0000719135,,,60,sec_fallback,38241905.0,3.26,,,US,USD
HELP,CYBIN INC.,NYSE MKT,121830813.11999999,micro,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001833141,,,60,sec_fallback,21601208.0,5.64,,,US,USD
GOSS,"Gossamer Bio, Inc.",NASDAQ,120773869.68460001,micro,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001728117,,,60,sec_fallback,231456247.0,0.5218,,,US,USD
BTMD,biote Corp.,NASDAQ,120517906.77,micro,,Medicinal Chemicals & Botanical Products,2833,Medicinal Chemicals & Botanical Products,0001819253,,,60,sec_fallback,58221211.0,2.07,,,US,USD
TKNO,"Alpha Teknova, Inc.",NASDAQ,118428733.02,micro,,In Vitro & In Vivo Diagnostic Substances,2835,In Vitro & In Vivo Diagnostic Substances,0001850902,,,60,sec_fallback,53587662.0,2.21,,,US,USD
FONR,FONAR CORP,NASDAQ,118058440.74,micro,,Electromedical & Electrotherapeutic Apparatus,3845,Electromedical & Electrotherapeutic Apparatus,0000355019,,,60,sec_fallback,6357482.0,18.57,,,US,USD
BDTX,"Black Diamond Therapeutics, Inc.",NASDAQ,116798571.64999999,micro,,"Biological Products, (No Diagnostic Substances)",2836,"Biological Products, (No Diagnostic Substances)",0001701541,,,60,sec_fallback,56974913.0,2.05,,,US,USD
ALXO,ALX ONCOLOGY HOLDINGS INC,NASDAQ,115484342.13,micro,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001810182,,,60,sec_fallback,54218001.0,2.13,,,US,USD
MBRX,"Moleculin Biotech, Inc.",NASDAQ,114039466.24000001,micro,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001659617,,,60,sec_fallback,50910476.0,2.24,,,US,USD
BDMD,Baird Medical Investment Holdings Ltd,NASDAQ,111116023.75,micro,,Surgical & Medical Instruments & Apparatus,3841,Surgical & Medical Instruments & Apparatus,0001982444,,,60,sec_fallback,35728625.0,3.11,,,US,USD
APVO,Aptevo Therapeutics Inc.,NASDAQ,108854191.24,micro,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001671584,,,60,sec_fallback,16850494.0,6.46,,,US,USD
EQ,"Equillium, Inc.",NASDAQ,107172178.08,micro,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001746466,,,60,sec_fallback,60893283.0,1.76,,,US,USD
OKUR,"OnKure Therapeutics, Inc.",NASDAQ,105635033.28,micro,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001637715,,,60,sec_fallback,33428808.0,3.16,,,US,USD
ALVOW,Alvotech,NASDAQ,105631986.94999999,micro,,"Biological Products, (No Diagnostic Substances)",2836,"Biological Products, (No Diagnostic Substances)",0001898416,,,60,sec_fallback,301805677.0,0.35,,,US,USD
SEER,"Seer, Inc.",NASDAQ,103814220.48,micro,,Laboratory Analytical Instruments,3826,Laboratory Analytical Instruments,0001726445,,,60,sec_fallback,56420772.0,1.84,,,US,USD
JAGX,"Jaguar Health, Inc.",NASDAQ,103187069.96519999,micro,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001585608,,,60,sec_fallback,171350166.0,0.6022,,,US,USD
KRRO,"Korro Bio, Inc.",NASDAQ,103119380.25,micro,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001703647,,,60,sec_fallback,9417295.0,10.95,,,US,USD
GNLX,GENELUX Corp,NASDAQ,102359263.99,micro,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001231457,,,60,sec_fallback,38051771.0,2.69,,,US,USD
TTRX,Turn Therapeutics Inc.,NASDAQ,99524718.53999999,micro,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0002023016,,,60,sec_fallback,29445183.0,3.38,,,US,USD
AGEN,AGENUS INC,NASDAQ,99304379.08,micro,,"Biological Products, (No Diagnostic Substances)",2836,"Biological Products, (No Diagnostic Substances)",0001098972,,,60,sec_fallback,34008349.0,2.92,,,US,USD
COYA,"Coya Therapeutics, Inc.",NASDAQ,99181921.44,micro,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001835022,,,60,sec_fallback,20924456.0,4.74,,,US,USD
SAVA,CASSAVA SCIENCES INC,NASDAQ,98548107.84,micro,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001069530,,,60,sec_fallback,48307896.0,2.04,,,US,USD
BMEA,"Biomea Fusion, Inc.",NASDAQ,96863985.43,micro,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001840439,,,60,sec_fallback,70703639.0,1.37,,,US,USD
STIM,"Neuronetics, Inc.",NASDAQ,96565150.02,micro,,Surgical & Medical Instruments & Apparatus,3841,Surgical & Medical Instruments & Apparatus,0001227636,,,60,sec_fallback,68485922.0,1.41,,,US,USD
ANIX,Anixa Biosciences Inc,NASDAQ,96458634.10000001,micro,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0000715446,,,60,sec_fallback,33376690.0,2.89,,,US,USD
