ticker,company_name,exchange,market_cap,market_cap_category,sector,industry,sic,sic_description,cik,website,ir_url,data_quality_score,data_source,shares_outstanding,last_price,isin,cusip,country,currency
BDMDW,Baird Medical Investment Holdings Ltd,NASDAQ,5002007.500000001,nano,,Surgical & Medical Instruments & Apparatus,3841,Surgical & Medical Instruments & Apparatus,0001982444,,,60,sec_fallback,35728625.0,0.14,,,US,USD
VIVS,"VivoSim Labs, INC.",NASDAQ,4902968.56,nano,,"Biological Products, (No Diagnostic Substances)",2836,"Biological Products, (No Diagnostic Substances)",0001497253,,,60,sec_fallback,2607962.0,1.88,,,US,USD
NRSNW,NeuroSense Therapeutics Ltd.,NASDAQ,4854848.669,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001875091,,,60,sec_fallback,23228941.0,0.209,,,US,USD
CELZ,"CREATIVE MEDICAL TECHNOLOGY HOLDINGS, INC.",NASDAQ,4773984.2,nano,,"Biological Products, (No Diagnostic Substances)",2836,"Biological Products, (No Diagnostic Substances)",0001187953,,,60,sec_fallback,2580532.0,1.85,,,US,USD
AMIX,"Autonomix Medical, Inc.",NASDAQ,4754273.6448,nano,,Surgical & Medical Instruments & Apparatus,3841,Surgical & Medical Instruments & Apparatus,0001617867,,,60,sec_fallback,11409344.0,0.4167,,,US,USD
BGMS,"Bio Green Med Solution, Inc.",NASDAQ,4704626.334199999,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001130166,,,60,sec_fallback,4900142.0,0.9601,,,US,USD
BIAF,"bioAffinity Technologies, Inc.",NASDAQ,4633670.2700000005,nano,,Services-Commercial Physical & Biological Research,8731,Services-Commercial Physical & Biological Research,0001712762,,,60,sec_fallback,4498709.0,1.03,,,US,USD
REVB,"REVELATION BIOSCIENCES, INC.",NASDAQ,4613320.8,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001810560,,,60,sec_fallback,3720420.0,1.24,,,US,USD
GNPX,"Genprex, Inc.",NASDAQ,4540692.0,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001595248,,,60,sec_fallback,2270346.0,2.0,,,US,USD
SNOA,"Sonoma Pharmaceuticals, Inc.",NASDAQ,4509977.478,nano,,Surgical & Medical Instruments & Apparatus,3841,Surgical & Medical Instruments & Apparatus,0001367083,,,60,sec_fallback,1730613.0,2.606,,,US,USD
IINNW,Inspira Technologies OXY B.H.N. Ltd,NASDAQ,4438133.568,nano,,Surgical & Medical Instruments & Apparatus,3841,Surgical & Medical Instruments & Apparatus,0001837493,,,60,sec_fallback,24252096.0,0.183,,,US,USD
ASTC,ASTROTECH Corp,NASDAQ,4274255.79,nano,,Laboratory Analytical Instruments,3826,Laboratory Analytical Instruments,0001001907,,,60,sec_fallback,1758953.0,2.43,,,US,USD
PRFX,PRF Technologies Ltd.,NASDAQ,4046383.0,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001801834,,,60,sec_fallback,1471412.0,2.75,,,US,USD
APTOF,Aptose Biosciences Inc.,NASDAQ,4007313.5300000003,nano,,"Biological Products, (No Diagnostic Substances)",2836,"Biological Products, (No Diagnostic Substances)",0000882361,,,60,sec_fallback,2552429.0,1.57,,,US,USD
NDRA,ENDRA Life Sciences Inc.,NASDAQ,4000892.6300000004,nano,,Electromedical & Electrotherapeutic Apparatus,3845,Electromedical & Electrotherapeutic Apparatus,0001681682,,,60,sec_fallback,1166441.0,3.43,,,US,USD
ONMDW,OneMedNet Corp,NASDAQ,3794787.252,nano,,Services-Commercial Physical & Biological Research,8731,Services-Commercial Physical & Biological Research,0001849380,,,60,sec_fallback,51005205.0,0.0744,,,US,USD
OGEN,ORAGENICS INC,NYSE MKT,3703466.1355,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001174940,,,60,sec_fallback,4168223.0,0.8885,,,US,USD
MTNB,"Matinas BioPharma Holdings, Inc.",NYSE MKT,3689966.016,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001582554,,,60,sec_fallback,6406191.0,0.576,,,US,USD
GRI,"GRI Bio, Inc.",NASDAQ,3468069.6,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001824293,,,60,sec_fallback,1445029.0,2.4,,,US,USD
BJDX,"Bluejay Diagnostics, Inc.",NASDAQ,3446852.6999999997,nano,,Surgical & Medical Instruments & Apparatus,3841,Surgical & Medical Instruments & Apparatus,0001704287,,,60,sec_fallback,1814133.0,1.9,,,US,USD
DCOY,Decoy Therapeutics Inc.,NASDAQ,3414718.685,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001615219,,,60,sec_fallback,5862178.0,0.5825,,,US,USD
INDP,"Indaptus Therapeutics, Inc.",NASDAQ,3327209.6999999997,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001857044,,,60,sec_fallback,1751163.0,1.9,,,US,USD
MEHA,Functional Brands Inc.,NASDAQ,3184719.5324,nano,,Medicinal Chemicals & Botanical Products,2833,Medicinal Chemicals & Botanical Products,0001837254,,,60,sec_fallback,16323524.0,0.1951,,,US,USD
ACXP,"Acurx Pharmaceuticals, Inc.",NASDAQ,3023776.35,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001736243,,,60,sec_fallback,2085363.0,1.45,,,US,USD
CPHI,"CHINA PHARMA HOLDINGS, INC.",NYSE MKT,2971016.3832,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001106644,,,60,sec_fallback,5022002.0,0.5916,,,US,USD
ESLAW,"Estrella Immunopharma, Inc.",NASDAQ,2870184.764,nano,,"Biological Products, (No Diagnostic Substances)",2836,"Biological Products, (No Diagnostic Substances)",0001844417,,,60,sec_fallback,37765589.0,0.076,,,US,USD
AZTR,"Azitra, Inc.",NYSE MKT,2849869.088,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001701478,,,60,sec_fallback,16192438.0,0.176,,,US,USD
ASBPW,"Aspire Biopharma Holdings, Inc.",NASDAQ,2611695.4254,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001847345,,,60,sec_fallback,107477178.0,0.0243,,,US,USD
INM,InMed Pharmaceuticals Inc.,NASDAQ,2569175.5986,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001728328,,,60,sec_fallback,2919186.0,0.8801,,,US,USD
ARTL,"ARTELO BIOSCIENCES, INC.",NASDAQ,2485983.2399999998,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001621221,,,60,sec_fallback,2124772.0,1.17,,,US,USD
NUWE,"Nuwellis, Inc.",NASDAQ,2455022.52,nano,,Electromedical & Electrotherapeutic Apparatus,3845,Electromedical & Electrotherapeutic Apparatus,0001506492,,,60,sec_fallback,1658799.0,1.48,,,US,USD
ISPC,iSpecimen Inc.,NASDAQ,2413443.916,nano,,Services-Commercial Physical & Biological Research,8731,Services-Commercial Physical & Biological Research,0001558569,,,60,sec_fallback,9771028.0,0.247,,,US,USD
ERNA,Ernexa Therapeutics Inc.,NASDAQ,2409608.923,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0000748592,,,60,sec_fallback,7848889.0,0.307,,,US,USD
VTAK,"Catheter Precision, Inc.",NYSE MKT,2402460.0,nano,,Surgical & Medical Instruments & Apparatus,3841,Surgical & Medical Instruments & Apparatus,0001716621,,,60,sec_fallback,1668375.0,1.44,,,US,USD
LYRA,"Lyra Therapeutics, Inc.",NASDAQ,2289597.7800000003,nano,,Surgical & Medical Instruments & Apparatus,3841,Surgical & Medical Instruments & Apparatus,0001327273,,,60,sec_fallback,1774882.0,1.29,,,US,USD
AEMD,AETHLON MEDICAL INC,NASDAQ,2288291.4,nano,,Surgical & Medical Instruments & Apparatus,3841,Surgical & Medical Instruments & Apparatus,0000882291,,,60,sec_fallback,1315110.0,1.74,,,US,USD
KALA,"KALA BIO, Inc.",NASDAQ,2257674.375,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001479419,,,60,sec_fallback,8209725.0,0.275,,,US,USD
IMCC,IM Cannabis Corp.,NASDAQ,2128961.88,nano,,Medicinal Chemicals & Botanical Products,2833,Medicinal Chemicals & Botanical Products,0001792030,,,60,sec_fallback,3085452.0,0.69,,,US,USD
ZVSA,"ZyVersa Therapeutics, Inc.",NASDAQ,2104939.46,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001859007,,,60,sec_fallback,8095921.0,0.26,,,US,USD
RCKTW,"ROCKET PHARMACEUTICALS, INC.",NASDAQ,2073670.6312999998,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001281895,,,60,sec_fallback,108569143.0,0.0191,,,US,USD
BFRGW,"BullFrog AI Holdings, Inc.",NASDAQ,2053754.0999999999,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001829247,,,60,sec_fallback,11409745.0,0.18,,,US,USD
ENSC,"Ensysce Biosciences, Inc.",NASDAQ,1908386.0918,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001716947,,,60,sec_fallback,3541262.0,0.5389,,,US,USD
MYNZ,MAINZ BIOMED N.V.,NASDAQ,1881923.0242,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001874252,,,60,sec_fallback,2319353.0,0.8114,,,US,USD
BCTXL,BriaCell Therapeutics Corp.,NASDAQ,1865066.94,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001610820,,,60,sec_fallback,1883906.0,0.99,,,US,USD
CNSP,"CNS Pharmaceuticals, Inc.",NASDAQ,1860870.0,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001729427,,,60,sec_fallback,620290.0,3.0,,,US,USD
AIM,AIM ImmunoTech Inc.,AMEX,1828846.074,nano,,"Biological Products, (No Diagnostic Substances)",2836,"Biological Products, (No Diagnostic Substances)",0000946644,,,60,sec_fallback,2853114.0,0.641,,,US,USD
AKAN,AKANDA CORP.,NASDAQ,1777698.3756,nano,,Medicinal Chemicals & Botanical Products,2833,Medicinal Chemicals & Botanical Products,0001888014,,,60,sec_fallback,2047332.0,0.8683,,,US,USD
CARM,Carisma Therapeutics Inc.,NASDAQ,1719832.7057999999,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001485003,,,60,sec_fallback,41845078.0,0.0411,,,US,USD
HCWB,HCW Biologics Inc.,NASDAQ,1701742.2493,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001828673,,,60,sec_fallback,2701607.0,0.6299,,,US,USD
SSKN,"STRATA Skin Sciences, Inc.",NASDAQ,1530931.74,nano,,Surgical & Medical Instruments & Apparatus,3841,Surgical & Medical Instruments & Apparatus,0001051514,,,60,sec_fallback,5888199.0,0.26,,,US,USD
UPC,Universe Pharmaceuticals INC,NASDAQ,1521012.6,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001809616,,,60,sec_fallback,563338.0,2.7,,,US,USD
SABSW,"SAB Biotherapeutics, Inc.",NASDAQ,1513897.8618,nano,,"Biological Products, (No Diagnostic Substances)",2836,"Biological Products, (No Diagnostic Substances)",0001833214,,,60,sec_fallback,47606851.0,0.0318,,,US,USD
PBM,PSYENCE BIOMEDICAL LTD.,NASDAQ,1454133.76,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001985062,,,60,sec_fallback,568021.0,2.56,,,US,USD
TIVC,"Tivic Health Systems, Inc.",NASDAQ,1428655.168,nano,,Electromedical & Electrotherapeutic Apparatus,3845,Electromedical & Electrotherapeutic Apparatus,0001787740,,,60,sec_fallback,1765952.0,0.809,,,US,USD
OSRHW,"OSR Holdings, Inc.",NASDAQ,1399166.946,nano,,Surgical & Medical Instruments & Apparatus,3841,Surgical & Medical Instruments & Apparatus,0001840425,,,60,sec_fallback,25672788.0,0.0545,,,US,USD
SHPH,"Shuttle Pharmaceuticals Holdings, Inc.",NASDAQ,1392453.0225000002,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001757499,,,60,sec_fallback,1603285.0,0.8685,,,US,USD
GCTK,"Glucotrack, Inc.",NASDAQ,1347818.24,nano,,Surgical & Medical Instruments & Apparatus,3841,Surgical & Medical Instruments & Apparatus,0001506983,,,60,sec_fallback,910688.0,1.48,,,US,USD
DRMA,"Dermata Therapeutics, Inc.",NASDAQ,1242012.97,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001853816,,,60,sec_fallback,1026457.0,1.21,,,US,USD
ENVB,"Enveric Biosciences, Inc.",NASDAQ,1182016.44,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0000890821,,,60,sec_fallback,596978.0,1.98,,,US,USD
LSBCF,"LakeShore Biopharma Co., Ltd.",NYSE,1142159.205,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001946399,,,60,sec_fallback,20766531.0,0.055,,,US,USD
NRXPW,"NRX Pharmaceuticals, Inc.",NASDAQ,1095807.453,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001719406,,,60,sec_fallback,28097627.0,0.039,,,US,USD
CDT,CDT Equity Inc.,NASDAQ,1086974.0742000001,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001896212,,,60,sec_fallback,1629402.0,0.6671,,,US,USD
GLMD,Galmed Pharmaceuticals Ltd.,NASDAQ,1042289.64,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001595353,,,60,sec_fallback,1654428.0,0.63,,,US,USD
PTIX,"Protagenic Therapeutics, Inc.\new",NASDAQ,967439.0,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001022899,,,60,sec_fallback,1934878.0,0.5,,,US,USD
ICUCW,SeaStar Medical Holding Corp,NASDAQ,962458.4778000001,nano,,Surgical & Medical Instruments & Apparatus,3841,Surgical & Medical Instruments & Apparatus,0001831868,,,60,sec_fallback,36047134.0,0.0267,,,US,USD
SCLXW,Scilex Holding Co,NASDAQ,958041.8298,nano,,"Biological Products, (No Diagnostic Substances)",2836,"Biological Products, (No Diagnostic Substances)",0001820190,,,60,sec_fallback,7585446.0,0.1263,,,US,USD
VRAX,Virax Biolabs Group Ltd,NASDAQ,898784.892,nano,,In Vitro & In Vivo Diagnostic Substances,2835,In Vitro & In Vivo Diagnostic Substances,0001885827,,,60,sec_fallback,4341956.0,0.207,,,US,USD
ONCO,"Onconetix, Inc.",NASDAQ,889580.7599999999,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001782107,,,60,sec_fallback,1560668.0,0.57,,,US,USD
VERO,Venus Concept Inc.,NASDAQ,836605.35,nano,,Surgical & Medical Instruments & Apparatus,3841,Surgical & Medical Instruments & Apparatus,0001409269,,,60,sec_fallback,1859123.0,0.45,,,US,USD
CERO,"CERO THERAPEUTICS HOLDINGS, INC.",NASDAQ,738593.4850000001,nano,,"Biological Products, (No Diagnostic Substances)",2836,"Biological Products, (No Diagnostic Substances)",0001870404,,,60,sec_fallback,21102671.0,0.035,,,US,USD
SCPX,"Scorpius Holdings, Inc.",AMEX,733712.544,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001476963,,,60,sec_fallback,61142712.0,0.012,,,US,USD
ELUT,ELUTIA INC.,NASDAQ,720033.6900000001,nano,,"Biological Products, (No Diagnostic Substances)",2836,"Biological Products, (No Diagnostic Substances)",0001708527,,,60,sec_fallback,648679.0,1.11,,,US,USD
LIPO,LIPELLA PHARMACEUTICALS INC.,NASDAQ,716229.735,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001347242,,,60,sec_fallback,4620837.0,0.155,,,US,USD
JSPRW,"Jasper Therapeutics, Inc.",NASDAQ,559680.78,nano,,"Biological Products, (No Diagnostic Substances)",2836,"Biological Products, (No Diagnostic Substances)",0001788028,,,60,sec_fallback,27984039.0,0.02,,,US,USD
ERNAW,Ernexa Therapeutics Inc.,NASDAQ,549422.2300000001,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0000748592,,,60,sec_fallback,7848889.0,0.07,,,US,USD
ELAB,PMGC Holdings Inc.,NASDAQ,524977.3655,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001840563,,,60,sec_fallback,744121.0,0.7055,,,US,USD
SBFMW,Sunshine Biopharma Inc.,NASDAQ,489613.311,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001402328,,,60,sec_fallback,4905945.0,0.0998,,,US,USD
AIMDW,"Ainos, Inc.",NASDAQ,485113.5072,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001014763,,,60,sec_fallback,4812634.0,0.1008,,,US,USD
WINT,WINDTREE THERAPEUTICS INC /DE/,NASDAQ,468552.0976,nano,,"Biological Products, (No Diagnostic Substances)",2836,"Biological Products, (No Diagnostic Substances)",0000946486,,,60,sec_fallback,33708784.0,0.0139,,,US,USD
CINGW,Cingulate Inc.,NASDAQ,270958.507,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001862150,,,60,sec_fallback,6757070.0,0.0401,,,US,USD
PRENW,Prenetics Global Ltd,NASDAQ,246712.036,nano,,Laboratory Analytical Instruments,3826,Laboratory Analytical Instruments,0001876431,,,60,sec_fallback,12984844.0,0.019,,,US,USD
CELUW,Celularity Inc,NASDAQ,246461.256,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001752828,,,60,sec_fallback,28328880.0,0.0087,,,US,USD
ADTX,"Aditxt, Inc.",NASDAQ,242742.75160000002,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001726711,,,60,sec_fallback,559444.0,0.4339,,,US,USD
CMND,Clearmind Medicine Inc.,NASDAQ,170722.08000000002,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001892500,,,60,sec_fallback,158076.0,1.08,,,US,USD
SRZNW,"Surrozen, Inc./DE",NASDAQ,169714.13580000002,nano,,"Biological Products, (No Diagnostic Substances)",2836,"Biological Products, (No Diagnostic Substances)",0001824893,,,60,sec_fallback,8571421.0,0.0198,,,US,USD
SXTPW,"60 DEGREES PHARMACEUTICALS, INC.",NASDAQ,169217.92,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001946563,,,60,sec_fallback,4230448.0,0.04,,,US,USD
ALUR-WT,"ALLURION TECHNOLOGIES, INC.",NYSE,115782.32500000001,nano,,Surgical & Medical Instruments & Apparatus,3841,Surgical & Medical Instruments & Apparatus,0001964979,,,60,sec_fallback,9262586.0,0.0125,,,US,USD
CEROW,"CERO THERAPEUTICS HOLDINGS, INC.",NASDAQ,111844.1563,nano,,"Biological Products, (No Diagnostic Substances)",2836,"Biological Products, (No Diagnostic Substances)",0001870404,,,60,sec_fallback,21102671.0,0.0053,,,US,USD
SLXNW,Silexion Therapeutics Corp,NASDAQ,105055.1712,nano,,"Biological Products, (No Diagnostic Substances)",2836,"Biological Products, (No Diagnostic Substances)",0002022416,,,60,sec_fallback,3126642.0,0.0336,,,US,USD
TNONW,"Tenon Medical, Inc.",NASDAQ,76591.086,nano,,Surgical & Medical Instruments & Apparatus,3841,Surgical & Medical Instruments & Apparatus,0001560293,,,60,sec_fallback,8605740.0,0.0089,,,US,USD
VINC,"Vincerx Pharma, Inc.",NASDAQ,65428.4625,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001796129,,,60,sec_fallback,5234277.0,0.0125,,,US,USD
PTIXW,"Protagenic Therapeutics, Inc.\new",NASDAQ,60755.1692,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001022899,,,60,sec_fallback,1934878.0,0.0314,,,US,USD
CDIOW,"Cardio Diagnostics Holdings, Inc.",NASDAQ,54051.1096,nano,,In Vitro & In Vivo Diagnostic Substances,2835,In Vitro & In Vivo Diagnostic Substances,0001870144,,,60,sec_fallback,1826051.0,0.0296,,,US,USD
FOXO,FOXO TECHNOLOGIES INC.,NYSE MKT,52652.030300000006,nano,,Services-Commercial Physical & Biological Research,8731,Services-Commercial Physical & Biological Research,0001812360,,,60,sec_fallback,526520303.0,0.0001,,,US,USD
REVBW,"REVELATION BIOSCIENCES, INC.",NASDAQ,34227.864,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001810560,,,60,sec_fallback,3720420.0,0.0092,,,US,USD
APLMW,Apollomics Inc.,NASDAQ,14233.1892,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001944885,,,60,sec_fallback,1103348.0,0.0129,,,US,USD
PBMWW,PSYENCE BIOMEDICAL LTD.,NASDAQ,10906.0032,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001985062,,,60,sec_fallback,568021.0,0.0192,,,US,USD
CDTTW,CDT Equity Inc.,NASDAQ,10754.0532,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001896212,,,60,sec_fallback,1629402.0,0.0066,,,US,USD
ABPWW,"Abpro Holdings, Inc.",NASDAQ,5432.5560000000005,nano,,"Biological Products, (No Diagnostic Substances)",2836,"Biological Products, (No Diagnostic Substances)",0001893219,,,60,sec_fallback,2716278.0,0.002,,,US,USD
BCTXW,BriaCell Therapeutics Corp.,NASDAQ,1695.5154,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001610820,,,60,sec_fallback,1883906.0,0.0009,,,US,USD
RFL,"Rafael Holdings, Inc.",NYSE,145.0,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001713863,,,60,sec_fallback,100.0,1.45,,,US,USD
QNTM,Quantum Biopharma Ltd.,NASDAQ,43.08,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001771885,,,60,sec_fallback,12.0,3.59,,,US,USD
VTVT,vTv Therapeutics Inc.,NASDAQ,0.0,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001641489,,,60,sec_fallback,0.0,37.22,,,US,USD
SXTC,"China SXT Pharmaceuticals, Inc.",NASDAQ,0.0,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001723980,,,60,sec_fallback,0.0,2.04,,,US,USD
HYPR,"Hyperfine, Inc.",NASDAQ,0.0,nano,,Electromedical & Electrotherapeutic Apparatus,3845,Electromedical & Electrotherapeutic Apparatus,0001833769,,,60,sec_fallback,0.0,1.09,,,US,USD
AGMB,Agomab Therapeutics NV,NASDAQ,,,,"Biological Products, (No Diagnostic Substances)",2836,"Biological Products, (No Diagnostic Substances)",0002020932,,,40,sec_fallback,,14.21,,,US,USD
AKTS,"Aktis Oncology, Inc.",NASDAQ,,,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0002035832,,,40,sec_fallback,,20.54,,,US,USD
ANL,Adlai Nortye Ltd.,NASDAQ,,,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001944552,,,40,sec_fallback,,9.24,,,US,USD
AZN,ASTRAZENECA PLC,NASDAQ,,,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0000901832,,,40,sec_fallback,,197.52,,,US,USD
CUBT,Curative Biotechnology Inc,NYSE MKT,,,,"Biological Products, (No Diagnostic Substances)",2836,"Biological Products, (No Diagnostic Substances)",0001400271,,,40,sec_fallback,,0.0074,,,US,USD
EIKN,"Eikon Therapeutics, Inc.",NASDAQ,,,,"Biological Products, (No Diagnostic Substances)",2836,"Biological Products, (No Diagnostic Substances)",0001861123,,,40,sec_fallback,,14.54,,,US,USD
GENB,"Generate Biomedicines, Inc.",NASDAQ,,,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0002100782,,,40,sec_fallback,,12.45,,,US,USD
GMAB,GENMAB A/S,NASDAQ,,,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001434265,,,40,sec_fallback,,27.48,,,US,USD
GRFS,Grifols SA,NASDAQ,,,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001438569,,,40,sec_fallback,,8.59,,,US,USD
ITOC,iTonic Holdings Ltd,NASDAQ,,,,Electromedical & Electrotherapeutic Apparatus,3845,Electromedical & Electrotherapeutic Apparatus,0001970544,,,40,sec_fallback,,0.3522,,,US,USD
MANE,"Veradermics, Inc",NYSE,,,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001827635,,,40,sec_fallback,,48.62,,,US,USD
MENS,Jyong Biotech Ltd.,NASDAQ,,,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001954488,,,40,sec_fallback,,2.2,,,US,USD
MSLE,Satellos Bioscience Inc.,NASDAQ,,,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001421642,,,40,sec_fallback,,12.33,,,US,USD
NSRX,Nasus Pharma Ltd,NYSE MKT,,,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0002029039,,,40,sec_fallback,,4.99,,,US,USD
NVO,NOVO NORDISK A S,NYSE,,,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0000353278,,,40,sec_fallback,,39.07,,,US,USD
OCS,Oculis Holding AG,NASDAQ,,,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001953530,,,40,sec_fallback,,27.74,,,US,USD
OCSAW,Oculis Holding AG,NASDAQ,,,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001953530,,,40,sec_fallback,,16.365,,,US,USD
OPTEY,Opthea Ltd,NASDAQ,,,,"Biological Products, (No Diagnostic Substances)",2836,"Biological Products, (No Diagnostic Substances)",0001815620,,,40,sec_fallback,,0.0215,,,US,USD
PLSM,Pulsenmore Ltd.,NASDAQ,,,,Surgical & Medical Instruments & Apparatus,3841,Surgical & Medical Instruments & Apparatus,0002064764,,,40,sec_fallback,,4.24,,,US,USD
PLYX,"Polaryx Therapeutics, Inc.",NASDAQ,,,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0002075320,,,40,sec_fallback,,2.62,,,US,USD
